[INFO]2026-01-30 20:13:02 - Libro creado: libro1, isbn b min
[INFO]2026-02-06 16:38:28 - Libro creado: Libro de prueba dos, isbn Autor de prueba 2 min
[INFO]2026-02-06 16:38:46 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:38:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:38:52 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:38:52 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:38:52 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:39:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:49:16 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:12 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:42 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:52:46 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:53:11 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:53:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:53:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:53:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:53:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:57:16 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:57:16 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:57:58 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:57:58 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:58:31 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:58:45 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 16:59:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:01:08 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:02:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:02:33 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:02:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:03:01 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:03:56 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:03:56 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:03:56 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:03:56 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:04:04 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:33 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:33 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:33 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:06:34 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:13:10 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:13:10 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:13:10 - Libro creado: libro3, isbn juan@example3.com min
[INFO]2026-02-06 17:13:10 - Libro creado: libro4, isbn juan@example4.com min
[INFO]2026-02-06 17:13:59 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:13:59 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:13:59 - Libro creado: libro3, isbn juan@example3.com min
[INFO]2026-02-06 17:13:59 - Libro creado: libro4, isbn juan@example4.com min
[INFO]2026-02-06 17:15:46 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:15:46 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:15:46 - Libro creado: libro3, isbn juan@example3.com min
[INFO]2026-02-06 17:15:46 - Libro creado: libro4, isbn juan@example4.com min
[INFO]2026-02-06 17:16:54 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:16:54 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:17:06 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:17:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:17:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:17:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:17:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:17:07 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:19:06 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:06 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:06 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:06 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:06 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:06 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:19:27 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:27 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:27 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:27 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:27 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:19:27 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:25:12 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:26:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:28:13 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:28:13 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:29:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:29:07 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:33:58 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:33:58 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:42:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:42:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:42:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:42:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:42:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:42:29 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 17:44:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:44:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:44:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:44:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:44:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 17:44:51 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 18:00:19 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:01:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:02:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:02:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:02:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:02:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:02:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:02:14 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 18:02:14 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:35 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 18:08:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-06 18:08:39 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-06 18:08:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:08:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:08:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:08:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:08:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:08:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:08:49 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 12:08:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:18 - Libro creado: libro1, isbn b min
[INFO]2026-02-08 12:21:18 - Libro creado: libro2, isbn d min
[INFO]2026-02-08 12:21:18 - Libro creado: libro3, isbn f min
[INFO]2026-02-08 12:21:18 - Libro creado: libro4, isbn g min
[INFO]2026-02-08 12:21:31 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:31 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:32 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:32 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:32 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:32 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 12:21:32 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:37 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:21:37 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:25:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:25:30 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:42:25 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:42:51 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:43:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:44:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:40 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 12:49:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 12:49:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:03:56 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:06:33 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:08:46 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:15 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:25 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:26 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 13:09:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:09:26 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:16:15 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:16:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:17:16 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:13 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:22 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:53 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:56 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:57 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:57 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:57 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:57 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:57 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 13:18:57 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:18:57 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:22:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:01 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:02 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 13:23:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:43 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:23:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:08 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:16 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:34 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:25:40 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 13:28:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:34 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:34 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 18:27:35 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:35 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:37 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-08 18:27:39 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:25:37 - Libro creado: libro1, isbn b min
[INFO]2026-02-09 16:25:38 - Libro creado: libro2, isbn d min
[INFO]2026-02-09 16:25:38 - Libro creado: libro3, isbn f min
[INFO]2026-02-09 16:25:38 - Libro creado: libro4, isbn g min
[INFO]2026-02-09 16:52:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:29 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-09 16:52:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 16:52:29 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:47 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:48 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-09 17:01:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:01:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:06:23 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:48 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:49 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-09 17:20:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-09 17:20:49 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:12 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:18 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: libro2, isbn juan@example2.com min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:36:28 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:37:02 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:38:07 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-11 17:38:21 - Libro creado: Libro de prueba, isbn Autor de prueba min
[INFO]2026-02-13 12:08:15 - Libro creado: Libro de prueba, isbn Autor de prueba min
